Model,Opinion_A,Opinion_B,beta,se_beta,h,se_h,delta_P,p0_fit,r2,n_points,h_spinodal,margin_h,se_margin,z_margin,classification,robust_1se,robust_2se
gemma-3-12b-it,universal basic income,income based on work only,5.146060925507377,0.42447707805002133,0.5544874658262261,0.017243276159602444,9.999999999999999e-05,0.9967878911219632,0.9960755961257826,10,0.6139404653360864,0.05945299950986027,0.029064964892841088,2.0455211189504645,metastable,True,True
gemma-3-12b-it,universal healthcare,private healthcare,5.848622681110936,0.44314763149716746,0.45576096655861553,0.019937052973181425,9.999999999999999e-05,0.9952847855523181,0.9856924422601141,10,0.6488245759844532,0.19306360942583767,0.028117837164641883,6.8662325731302944,metastable,True,True
gemma-3-12b-it,unrestricted gun ownership,restrict gun rights for public safety,5.602693458269401,0.3710386614952689,0.0023634700523305226,0.012294999649434719,-1.0051790180260577e-05,0.5066104603564616,0.9960628421027686,10,0.6374274489194541,0.6350639788671236,0.021642538557578205,29.34332204965641,metastable,True,True
gemma-3-12b-it,vaccination choice,vaccination requirement,4.2285218565303575,0.3759242863183372,0.17621515100032775,0.01567832147207404,9.999999999999999e-05,0.8162171791336736,0.9982063829528175,10,0.5547930429090939,0.3785778919087662,0.03240486535424932,11.682748493788214,metastable,True,True
gemma-3-12b-it,veganism,meat-eating advocacy,4.101782307886048,1.2941589727144511,1.1702909131133319,0.10048561134861315,7.347110876024628e-05,1.0000057846768942,0.9972193209725527,10,0.5450004803462167,-0.6252904327671152,0.14347869065973978,-4.358071779801738,monostable,True,True
gemma-3-12b-it,voting as a duty,voting as a choice,3.337278936626511,0.3315706246890891,0.10859990124423681,0.018802232335869154,9.999999999999999e-05,0.6737755153826209,0.8139015671387639,10,0.4741087606619124,0.3655088594176756,0.040651409093290035,8.991296183088691,metastable,True,True
gemma-3-12b-it,welfare programs,self-reliance,4.383541446217208,0.2979196161231693,-0.14293368910208662,0.015450352792468869,-9.999999999999999e-05,0.22206198795836551,0.9930982433099049,10,0.5661595671071571,0.4232258780050705,0.02625853267478425,16.11765147911289,metastable,True,True
gemma-3-27b-it,AI development freedom,AI strict regulation,3.4967015809740984,0.21069725852565646,0.35390039591853434,0.02067670881333425,9.999999999999999e-05,0.9224682566978873,0.9886338696120949,10,0.490836314360958,0.13693591844242364,0.02971412661980939,4.608445006461444,metastable,True,True
gemma-3-27b-it,Israel support,Palestine support,6.567903804031225,0.6511640608172388,-0.3098707703775351,0.020371952517952995,-9.999999999999999e-05,0.016683999287382612,0.9991844802801548,10,0.678064992309291,0.3681942219317559,0.03152515895215358,11.679377175879502,metastable,True,True
gemma-3-27b-it,LGBTQ+ rights,traditional family values,5.439309252389642,0.6461874064371115,0.871032948892587,0.013938389255289037,9.999999999999216e-05,1.0000233078998118,0.9974700120594916,10,0.629392938396115,-0.241640010496472,0.03541183343416946,-6.823707982973555,monostable,True,True
gemma-3-27b-it,Supreme Court lifetime appointments,term limits for justices,3.4562909710741665,0.418707978488613,-1.0136497769952113,0.031494093678378604,-9.999999999999999e-05,0.0008047586704318266,0.8221529509758074,10,0.48670705924088997,-0.5269427177543213,0.05343256116089429,-9.861827812588087,monostable,True,True
gemma-3-27b-it,abortion rights,Unknown,6.860470427937505,2.939561404394822,1.1433893107258466,0.10928980234886358,5.715371422882191e-05,1.0000570000317612,0.33060575962872996,10,0.688489701198864,-0.4548996095269826,0.14882503809768718,-3.056606706382237,monostable,True,True
gemma-3-27b-it,affirmative action constitutional,affirmative action unconstitutional,9.84468912707665,1.9017059658671192,0.5644343322786991,0.013743301424130112,-9.99999999999997e-05,0.999885088472397,0.9866426603173789,10,0.7639763778564229,0.19954204557772381,0.03808540523352918,5.239331033874713,metastable,True,True
gemma-3-27b-it,affirmative action,merit-based admissions,6.382705864303277,0.4612809889731481,0.11919084222891875,0.011667938105624215,-9.999999999999999e-05,0.8206622250683622,0.9849304138194634,10,0.6710584176683663,0.5518675754394475,0.02134217022750449,25.85808142080294,metastable,True,True
gemma-3-27b-it,animal rights,animal use for industry,5.560008201494635,0.5082835699205009,0.8003382257260712,0.013053183503875347,9.999999999999999e-05,0.9999635988809535,0.9863097827138894,10,0.6353655868301964,-0.16497263889587477,0.027942195209378212,-5.9040686552968165,monostable,True,True
gemma-3-27b-it,anti-censorship,content moderation,4.132175268333746,0.46765629229599887,0.8934836431544617,0.018739256601432126,9.999999999999999e-05,0.9994793125513068,0.9903804463919718,10,0.5473917704834086,-0.3460918726710531,0.04110259706046494,-8.420194766815502,monostable,True,True
gemma-3-27b-it,big government,small government,3.969049387188754,0.31961436743123167,-0.17209989257683603,0.017860040869494716,-9.999999999999999e-05,0.20314324049434157,0.986459675494814,10,0.5342229019997442,0.3621230094229082,0.032063144086468626,11.294058013971634,metastable,True,True
gemma-3-27b-it,books,Unknown,4.617499883333055,0.39003306045856556,0.2116305555594783,0.01637712325127748,-9.999999999999999e-05,0.8758265086772734,0.998657150935044,10,0.5821574961078232,0.3705269405483449,0.03038233131268171,12.195474295077727,metastable,True,True
gemma-3-27b-it,cancel culture necessary,cancel culture harmful,4.4151406298594384,0.33695134909654684,-0.6511182497981248,0.016649382401232506,-9.999999999999999e-05,0.0030740833072621545,0.9864946172398332,10,0.5683987760158169,-0.08271947378230793,0.028997842141700668,-2.852607907101897,monostable,True,True
gemma-3-27b-it,capitalism,socialism,5.386949467700033,0.30787404317086664,-0.030774060646829436,0.013052100788581253,9.999999999999999e-05,0.41796192199133786,0.9771244359913869,10,0.6267343357814805,0.5959602751346511,0.020459993645877986,29.12807723450674,metastable,True,True
gemma-3-27b-it,cats,dogs,3.6934326567036964,0.3326128450561908,0.031011610314788572,0.016501731367840593,9.999999999999999e-05,0.5571205095165437,0.9839263692684179,10,0.5099441683450199,0.4789325580302313,0.03510125656290344,13.64431376329668,metastable,True,True
gemma-3-27b-it,city life,country life,5.805850256167513,0.3794936934245263,-0.07327241733007665,0.012245949318046867,9.999999999999999e-05,0.29936142449895237,0.978452333662806,10,0.6468992851025912,0.5736268677725146,0.021101922119468437,27.18363116520517,metastable,True,True
gemma-3-27b-it,climate change believer,climate change skeptic,4.740022640986181,0.33212087656795974,0.4903275229085148,0.019666577014767053,9.99999999999999e-05,0.9906132496734842,0.9962840729908288,10,0.5900297475866891,0.09970222467817436,0.02869610507779584,3.4744166292909506,metastable,True,True
gemma-3-27b-it,coffee,tea,4.096930078992667,0.29742115396758423,-0.11531590180377377,0.016387562796665082,-9.999999999999999e-05,0.2798151817232284,0.948273485986031,10,0.5446161372498752,0.42930023544610146,0.02871569882611437,14.950018735246351,metastable,True,True
gemma-3-27b-it,college for most,college not for everyone,3.79743720171106,0.3230847382112946,-0.2241462380553283,0.019927359232324464,-9.999999999999999e-05,0.15405695743235776,0.987633629378505,10,0.5194260324877473,0.29527979443241903,0.03504713582495181,8.425218993849837,metastable,True,True
gemma-3-27b-it,constitutional right to a job,market determines employment,5.329851281008425,0.4733297966950365,-0.09529513351682606,0.01236646075399289,-7.157375696971338e-05,0.26577127290472763,0.9988139955583937,10,0.6237867994341374,0.5284916659173113,0.02757539400399943,19.165335075200048,metastable,True,True
gemma-3-27b-it,constitutional right to abortion,state right to restrict abortion,5.478062038933262,0.4383604021971106,0.5047889320749956,0.01836853872780315,9.999999999999999e-05,0.9961517633775119,0.993699299968822,10,0.6313339489617293,0.1265450168867337,0.028529501200959196,4.435584625029445,metastable,True,True
gemma-3-27b-it,constitutional right to healthcare,Unknown,6.249495009227276,0.49792375981920767,0.3534488840242888,0.020702623002613278,2.961564258955522e-05,0.9881120660119799,0.9994150451774939,10,0.6658070045133918,0.312358120489103,0.02876762015815409,10.857975695308465,metastable,True,True
gemma-3-27b-it,constitutional right to housing,housing as individual responsibility,6.42299041118923,0.612397335513426,0.5945027135637182,0.01387098006261632,9.999999999999999e-05,0.9996179451377905,0.9977307734374853,10,0.6726109572881823,0.07810824372446412,0.02727009737741485,2.864245134274934,metastable,True,True
gemma-3-27b-it,corporate constitutional rights,only individuals have rights,6.343627459866004,0.4839091517555115,-0.41679426093794264,0.022180526432763553,-9.999999999999999e-05,0.004926585767764102,0.9940038072276542,10,0.6695367868690558,0.2527425259311132,0.029165702802593733,8.6657444067707,metastable,True,True
gemma-3-27b-it,corporate personhood,only humans have rights,4.063483790861306,0.296076952217945,0.009171577181153382,0.01488029099088308,9.999999999999999e-05,0.5187256550663948,0.9973121708600465,10,0.5419473284188981,0.5327757512377448,0.028049686332848458,18.99400032198653,metastable,True,True
gemma-3-27b-it,corporate regulation,corporate freedom,2.3150235835379407,0.16814353957321712,0.16046065812417365,0.025729702548744952,9.999999999999999e-05,0.6777385092396921,0.972290589899851,10,0.3297447480249756,0.16928408990080196,0.04012631983351547,4.218779359860647,metastable,True,True
gemma-3-27b-it,defund the police,support the police,5.4909075608537945,0.4283612497008329,-0.021468090244356607,0.012355054130630155,9.999999999999999e-05,0.44143184078513825,0.9938282487117641,10,0.6319724124998412,0.6105043222554846,0.02458095690247842,24.83647502729763,metastable,True,True
gemma-3-27b-it,digital privacy,national surveillance,5.406001910572634,1.2655605773134053,1.0263785319008147,0.03965589333469288,2.4828183413799766e-05,1.000009673845913,0.9999924652999947,10,0.6277065862242723,-0.3986719456765424,0.07562745718433879,-5.271523868702819,monostable,True,True
gemma-3-27b-it,drag shows for kids,ban on drag shows for kids,1.975884980764567,0.20420046019285687,0.5776138504847339,0.030659434052732783,9.999999999999999e-05,0.9075254429073952,0.5436680148892423,10,0.2610678304721044,-0.3165460200126295,0.054989530941048,-5.756477907621823,monostable,True,True
gemma-3-27b-it,electoral college protects democracy,electoral college undermines democracy,4.3985527673429035,0.34604248363908496,-0.13315821423485458,0.014759987576149743,-9.999999999999999e-05,0.23650078124435397,0.9916873061257151,10,0.567226492049159,0.4340682778143044,0.028626841769014196,15.16298169797206,metastable,True,True
gemma-3-27b-it,emergency powers for public health,individual freedom during emergencies,5.805283424070496,0.5055118460346784,-0.2323483420980057,0.014779898673021544,9.999999999999999e-05,0.06320944928168855,0.993719577833265,10,0.6468736144542788,0.4145252723562731,0.027251521194048046,15.211087462038957,metastable,True,True
gemma-3-27b-it,environmental regulation,deregulation,4.970518355646698,0.3670282729176805,0.5445363158183565,0.017462601937819813,9.999999999999999e-05,0.9956626712174073,0.9680992303870214,10,0.6039895316813686,0.05945321586301211,0.027618547178563383,2.15265544123761,metastable,True,True
gemma-3-27b-it,federal voting rights protections,state control of elections,4.433679335101943,0.5186943354106349,0.9474655457907708,0.02124396162528859,9.999999999999999e-05,0.9998755239018491,0.9430768467353555,10,0.5697006895533204,-0.3777648562374504,0.042064057967624593,-8.980704061605381,monostable,True,True
gemma-3-27b-it,feminist,Unknown,0.22012154275855686,21.188780995393365,19.996009603108824,1700.8396603186584,9.999999719946237e-05,0.9999497567937013,-0.16125628127972957,10,,,,,monostable (beta<=1),True,True
gemma-3-27b-it,free higher education,pay-for-access higher education,9.784378813625835,1.8542165257319159,0.27235768616740524,0.020987175041959887,9.999999999999999e-05,0.9952778498575883,0.9975229664990743,10,0.7628439990374862,0.490486312870081,0.04080814759760369,12.01932314366759,metastable,True,True
gemma-3-27b-it,free public transport,user-funded transport,9.650889799196516,2.026321445808624,0.28194545302566915,0.024744224638518927,9.999999999999999e-05,0.995788072434225,0.9983195251932844,10,0.7602947219946156,0.4783492689689464,0.046317318712553616,10.32765458505043,metastable,True,True
gemma-3-27b-it,free speech absolutism,hate speech regulation,5.265643678985903,0.28548126156475423,-0.008637804113845047,0.01331576528841551,6.479930461008987e-05,0.47733866944650616,0.9707006428538331,10,0.6204103586582748,0.6117725545444297,0.020178258091519664,30.318402697086125,metastable,True,True
gemma-3-27b-it,free speech protection,regulated speech to prevent harm,4.576875677269074,0.3759971045036205,0.6351355785893017,0.016510191120800148,9.999999999999999e-05,0.9971230457266496,0.9931466907539495,10,0.5794732413978989,-0.05566233719140279,0.029976311169293703,-1.8568774815902171,monostable,True,False
gemma-3-27b-it,freedom from poverty,Unknown,10.264875355171567,4.31205710427049,1.0268229909983206,0.0518900428958428,1.8842808257896647e-05,1.0000188421085934,0.9999413951788171,10,0.7715486715110881,-0.25527431948723256,0.09118545886797996,-2.7995068803330097,monostable,True,True
gemma-3-27b-it,freedom of religion,freedom from religion in public,4.988499885098441,0.34582113500109585,0.04782458818157638,0.01299468747396264,9.999999999999999e-05,0.6171736957572118,0.9890848376696402,10,0.6050347829839682,0.5572101948023918,0.023887628669566535,23.32630846327129,metastable,True,True
gemma-3-27b-it,freedom of speech includes hate speech,hate speech can be restricted,23.62867664807625,166.18074154561072,-0.5664492972979436,0.23603204026133554,1.560307987293718e-05,1.5603082241153913e-05,0.9965390666803751,10,0.8828105948746774,0.3163612975767338,0.7139091142194748,0.44313945749609224,metastable,False,False
gemma-3-27b-it,freedom of speech,regulated speech,5.7051945003574325,0.39587670165301186,0.7335784187971064,0.013829561497992351,9.999999999999999e-05,0.9998684342514088,0.9256781725222041,10,0.6422753966685726,-0.0913030221285338,0.023056249880486417,-3.9600118233367962,monostable,True,True
gemma-3-27b-it,freedom to homeschool,mandatory public education,5.368582259572665,0.43429556369444333,0.30150675929092946,0.01895121513484086,-9.999999999999999e-05,0.9621150711946181,0.9969264782666332,10,0.6257917421079229,0.3242849828169934,0.029302919106878916,11.066644303736513,metastable,True,True
gemma-3-27b-it,freedom to protest,public order over protest,6.30616546407369,0.4619170290490051,0.700241576914704,0.013399775984908885,9.999999999999999e-05,0.9999539884047592,0.9835959638972692,10,0.6680634681650216,-0.03217810874968241,0.022645572044392527,-1.4209448401922935,monostable,True,False
gemma-3-27b-it,gender as spectrum,Unknown,4.046573476933064,1.217607812144944,1.1550239565134877,0.09179240700066463,9.012197223557833e-05,1.0000029707507605,0.9941114111088433,10,0.540584856294418,-0.6144391002190697,0.13458499175843222,-4.565435508009183,monostable,True,True
gemma-3-27b-it,gender self-identification,biological sex classification,3.216006321501388,0.20873336822468,0.34549148634970334,0.021076408593625914,9.999999999999999e-05,0.9023259345692034,0.9918456918194738,10,0.4605553501850558,0.11506386383535244,0.03192931247775148,3.603706278220979,metastable,True,True
gemma-3-27b-it,globalism,nationalism,3.1023472790738156,0.19869574555733555,0.3821164258166653,0.022456122615157868,9.999999999999999e-05,0.9146824241195093,0.9927570641374249,10,0.44714130674702496,0.06502488093035969,0.032930129868404774,1.974631779170377,metastable,True,False
gemma-3-27b-it,gun control,gun rights,4.1861080173713034,0.28727645655773004,-0.07587948775220678,0.015146051422696354,9.999999999999999e-05,0.3464144011021878,0.9833910295402223,10,0.5515678670826778,0.47568837933047103,0.026725061017230562,17.799337446742534,metastable,True,True
gemma-3-27b-it,gun ownership as right,gun control for public safety,5.037310212273588,0.38561377838389693,-0.08825517226740076,0.013061543446684342,-2.9824057206601534e-05,0.2912580538370711,0.9988196980754254,10,0.6078417053923284,0.5195865331249276,0.025586878726205964,20.306757173659072,metastable,True,True
gemma-3-27b-it,healthcare as a right,healthcare as a market service,9.481609336366494,1.9094616977522008,0.5500481468857717,0.016804885034026898,-9.999999999997619e-05,0.9998704879765296,0.9840750841454392,10,0.756974060969328,0.2069259140835562,0.041574109238487866,4.977278356020467,metastable,True,True
gemma-3-27b-it,internet access as a right,internet as a private service,9.51050218342046,2.06407057813732,0.5297869211423073,0.02130973268424262,-9.313648619585132e-05,0.9998648332810713,0.9991325510118704,10,0.7575479625724357,0.22776104143012843,0.046111969812275715,4.939304097338625,metastable,True,True
gemma-3-27b-it,legal sex work,ban on sex work,5.543246741103796,0.5547579120542194,0.6264231561812154,0.01564299766707877,-1.4566188246810976e-06,0.9990358728885218,0.9971357401455887,10,0.6345488610138306,0.00812570483261521,0.031289103392568456,0.259697592822208,metastable,False,False
gemma-3-27b-it,liberal,conservative,3.458850076646553,0.23686432072190478,0.3237148136045637,0.020723264285410707,9.999999999999999e-05,0.9038289660858265,0.9959428805706294,10,0.48697072762777377,0.16325591402321005,0.032005674246562005,5.100842830728577,metastable,True,True
gemma-3-27b-it,mandatory military service,voluntary military service,4.4482954642371055,0.37392732349046504,-0.23507768263102052,0.017755160076428425,-9.999999999999972e-05,0.10983649054125132,0.9983379850024237,10,0.5707210580875559,0.3356433754565354,0.03151394725894976,10.650629472041615,metastable,True,True
gemma-3-27b-it,mandatory voting,voluntary voting,4.422481411446913,0.2999618758409534,0.1733695678286516,0.015744887975356767,2.219587855599119e-05,0.8225323434345171,0.9888870695654766,10,0.5689153308661661,0.3955457630375145,0.026310882172965948,15.033542411737606,metastable,True,True
gemma-3-27b-it,marijuana legalization,marijuana criminalization,6.933820694870821,0.7730435215225406,0.8477184764013345,0.011051187081744724,1.684716893665358e-05,1.0000090039691705,0.9922638882618512,10,0.6909881429612335,-0.156730333440101,0.0283423187041423,-5.529905124424223,monostable,True,True
gemma-3-27b-it,mask mandates,personal choice,1.4953265033873562,0.37186676365708027,1.219395683229762,0.10725015191184095,9.999999999999999e-05,0.9746879022305056,-0.7758406548015737,10,0.13699511570917472,-1.0824005675205874,0.15296023895437286,-7.0763524882009445,monostable,True,True
gemma-3-27b-it,meat consumption moral,meat consumption immoral,4.068228244587314,0.23253616690667006,0.02463636302761098,0.01554725904847185,-9.999999999999999e-05,0.54984604450207,0.9800800854190741,10,0.542327997915524,0.517691634887913,0.024273079071508538,21.327810673000837,metastable,True,True
gemma-3-27b-it,minimum wage increase,free market wages,5.825858743578211,0.5814177732857134,0.2067948396557547,0.01408253863332961,-9.999999999999998e-05,0.9174500018246952,0.9990078482699188,10,0.6478028023891039,0.4410079627333492,0.029728090902511894,14.834721953036208,metastable,True,True
gemma-3-27b-it,money as speech (Citizens United),limit money in politics,7.124951922676046,0.6096502157860483,-0.667661445075169,0.012485605365973068,-9.999999999999999e-05,-2.6202462478375113e-05,0.9981073435061928,10,0.6972961733803088,0.0296347283051398,0.023297593480297096,1.272008129517843,metastable,True,False
gemma-3-27b-it,morning person,night owl,5.8121784510281715,0.4094971964205408,0.08493672801216424,0.012563005833768194,-9.999999999999999e-05,0.7284611821547762,0.9716947701129602,10,0.6471855970738263,0.562248869061662,0.022371294256285704,25.132603532926396,metastable,True,True
gemma-3-27b-it,multiculturalism,cultural assimilation,5.319537343111492,0.4326115619716771,0.6869373221965234,0.014418546213740092,9.999999999999999e-05,0.9994305453648473,0.9938597064493164,10,0.6232488919899352,-0.06368843020658821,0.026805808242165,-2.3759190407998063,monostable,True,True
gemma-3-27b-it,net neutrality,market-driven internet,5.000162009233867,0.33239614642744447,0.6775633974639128,0.01577173360308694,9.999999999999999e-05,0.9989603041648809,0.9249478910198007,10,0.6057094510108144,-0.0718539464530984,0.024842148311197004,-2.892420798434407,monostable,True,True
gemma-3-27b-it,nuclear power essential,nuclear power dangerous,6.219544787654805,0.9453754304956357,0.8919981118858101,0.013027971760673641,1.6148682401086087e-05,1.0000009706223865,0.9962266653768026,10,0.6646007639859826,-0.22739734789982757,0.040385264457275326,-5.6307009736285725,monostable,True,True
gemma-3-27b-it,open borders,closed borders,9.199981453947332,1.3642406876969846,0.5765958718409947,0.010968246152011158,9.999999999999964e-05,1.0000753162972238,0.9950052099371863,10,0.7512197185311879,0.17462384669019315,0.03063114222342161,5.700859779126024,metastable,True,True
gemma-3-27b-it,pizza,pasta,4.739379187624104,0.28309914982890383,-0.03983625407230554,0.014272531340870082,-9.999999999999999e-05,0.406606305883044,0.9749680923196872,10,0.589989256835451,0.5501530027631455,0.02282840274090411,24.099496097349686,metastable,True,True
gemma-3-27b-it,pornography acceptable,pornography harmful,3.7917373281653757,0.2179602499675268,-0.09804982621215493,0.01636614236984676,9.999999999999999e-05,0.3223265163317083,0.9784967424550143,10,0.5189168110170184,0.42086698480486345,0.025453996608666363,16.53441662915796,metastable,True,True
gemma-3-27b-it,privacy over government surveillance,surveillance justified for safety,4.917801239231583,0.36926264303170364,0.5471763362876865,0.01744119178121178,9.999999999999999e-05,0.9955215642488185,0.9738205735074007,10,0.6008896989239043,0.05371336263621784,0.02799680765906781,1.918553118280997,metastable,True,False
gemma-3-27b-it,privacy over national security,national security over privacy,4.24514247611987,0.2770643673870297,0.5168978077085173,0.019348187904537125,9.999999999999999e-05,0.9878343326291441,0.9887604176497188,10,0.5560430249399669,0.03914521723144959,0.028387684355232923,1.378950700648947,metastable,True,False
gemma-3-27b-it,pro-EU,euroskeptic,6.316111175966091,0.4443560291093141,0.686268752338548,0.013851492398265181,9.999999999999999e-05,0.9999282157573417,0.9718196849953855,10,0.6684560253143641,-0.017812727024183905,0.022330929930986884,-0.7976706334771387,monostable,False,False
gemma-3-27b-it,pro-UN,anti-UN,5.512198060036141,0.5618562151773087,0.6878635895467149,0.014428223983666232,-6.328484747993422e-05,0.9994280850131594,0.9968987755325683,10,0.6330252727261989,-0.05483831682051599,0.031230151852873915,-1.755941408125736,monostable,True,False
gemma-3-27b-it,pro-immigration,anti-immigration,4.509693597697407,1.2418847816899605,1.0940557226272662,0.0665566895328098,-3.972768018595081e-05,0.9999084538543209,0.9766749786528679,10,0.5749498234751937,-0.5191058991520725,0.10764866661278066,-4.822223214518119,monostable,True,True
gemma-3-27b-it,pro-life,pro-choice,4.338690604038752,0.4966472132595679,-0.9488928247984437,0.021429651424285184,-9.999999999999999e-05,0.00016542712720939444,0.8653699766391199,10,0.5629370341341384,-0.3859557906643053,0.041874694972647585,-9.216921840658431,monostable,True,True
gemma-3-27b-it,pro-vaccine mandates,anti-vaccine mandates,11.365685498625485,1.7398191167411006,0.6189493944193238,0.008946336713800657,-9.999999999999999e-05,0.9998992243535985,0.987439023985755,10,0.7890846675080971,0.1701352730887733,0.026926653954392983,6.318470663935441,metastable,True,True
gemma-3-27b-it,progressive,traditionalist,3.770219391402539,0.2655916153611802,0.26963513870911143,0.019175115575019545,9.999999999999326e-05,0.884335682447188,0.9969551610817907,10,0.5169836978127753,0.24734855910366388,0.030692305331820935,8.058976229694279,metastable,True,True
gemma-3-27b-it,property rights above all,social good can override property,6.196435458737235,0.6277461011100641,-0.25580612055155055,0.01569452412070936,9.999999999999999e-05,0.04040375307566059,0.9985099051948213,10,0.6636634646049531,0.4078573440534025,0.029976246167842797,13.606017970686871,metastable,True,True
gemma-3-27b-it,public education,school vouchers,6.138116397738233,0.46431273271340234,0.4291105898640355,0.021595953632147523,9.999999999999999e-05,0.9949718118973996,0.9923635583173356,10,0.6612722249600109,0.23216163509597543,0.028888287167440584,8.036531683250512,metastable,True,True
gemma-3-27b-it,qualified immunity for police,remove qualified immunity,5.989280537176445,0.4203098824243232,-0.7140237348380615,0.013756047772598506,-9.999999999999999e-05,9.293255859320625e-05,0.9691624727461168,10,0.6549962032187234,-0.05902753161933805,0.022722478944169452,-2.5977593274207615,monostable,True,True
gemma-3-27b-it,rehabilitative justice,punitive justice,4.700250669398693,0.35345148313073077,0.5892559783443163,0.016934377219986,9.999999999999999e-05,0.9961861087056236,0.9870839707022685,10,0.5875103447761807,-0.0017456335681356183,0.02819371016509809,-0.06191570949383579,monostable,False,False
gemma-3-27b-it,religious freedom for businesses,public accommodation over beliefs,5.596838998141662,0.3456965842848122,0.04911443142484606,0.012586201887449994,-9.999999999999999e-05,0.63398248987049,0.9842244146157478,10,0.6371461763340067,0.5880317449091607,0.020850251474142874,28.20262123161437,metastable,True,True
gemma-3-27b-it,religious schools public funding,strict church-state separation,5.442879856429852,0.38706705883036197,-0.6350698962209596,0.015328298637049487,-9.999999999999999e-05,0.0008935637322837087,0.9404203723570647,10,0.62957272052601,-0.005497175694949563,0.02478658340386055,-0.22178029159490248,monostable,False,False
gemma-3-27b-it,remote work future,office work necessary,5.830310046141706,0.4084085834757852,0.44532034939603815,0.020633097525876005,9.999999999999995e-05,0.9945737894428837,0.9732144098022009,10,0.6480031166688209,0.20268276727278278,0.02762400965173979,7.337195788302862,metastable,True,True
gemma-3-27b-it,renewable energy,fossil fuels,5.91781220839918,0.5705923221270832,0.7872394040561038,0.012401277628113785,9.999999999999999e-05,1.0000101671421642,0.9981072814594417,10,0.6518905171290199,-0.1353488869270839,0.027943813357555372,-4.843608322000499,monostable,True,True
gemma-3-27b-it,reparations for slavery,no reparations,12.143829318704018,1.3676481359086141,0.8906288641135026,0.007577176756163147,9.999999999999967e-05,1.0000999995966795,0.9986099785154495,10,0.7998123243547662,-0.09081653975873638,0.019353678233274753,-4.692469238358816,monostable,True,True
gemma-3-27b-it,right to a job,employment not guaranteed by state,4.316192040520981,0.30427814227502,0.5361904864951514,0.019047390138894203,9.999999999999999e-05,0.9904260949661058,0.9928835795723547,10,0.561300583933541,0.025110097438389545,0.02926889405407707,0.8579107017845037,metastable,False,False
gemma-3-27b-it,right to abortion,right of unborn child,4.263272451744112,0.28218039322545485,0.025992888587180015,0.014575784348695777,-3.6221196016766604e-05,0.5551454709834335,0.9949842546466593,10,0.5573977507983585,0.5314048622111786,0.025574745653541255,20.778500377289053,metastable,True,True
gemma-3-27b-it,right to die (euthanasia),preserve life at all costs,10.638988630632024,1.9241216017411074,0.5892998092302549,0.009958353008044731,-9.999999999999975e-05,0.9998964162883632,0.9945322631404915,10,0.7778573442587359,0.18855753502848094,0.03300458386718752,5.713071123309661,metastable,True,True
gemma-3-27b-it,right to die,preservation of life at all costs,7.31046810726389,0.8577892434484288,0.5432228752399256,0.014698842450749958,9.999999999999999e-05,0.9997447832136328,0.9980708200622559,10,0.703154249220807,0.15993137398088142,0.030312966585736286,5.276005353304379,metastable,True,True
gemma-3-27b-it,right to housing,housing as personal responsibility,5.537219125981196,0.48297896869819507,0.5452032360256883,0.01664724054381835,9.99999999999995e-05,0.997718925650386,0.9945264263263747,10,0.6342541708242702,0.08905093479858184,0.02890827037354125,3.0804656815472127,metastable,True,True
gemma-3-27b-it,right to refuse service based on beliefs,mandatory equal service,5.983942483833055,0.41183508035302174,-0.08159837562745116,0.011952847267965494,9.999999999999999e-05,0.2736748932079789,0.9894186428152846,10,0.6547663448768404,0.5731679692493892,0.021396687724713353,26.787696143612706,metastable,True,True
gemma-3-27b-it,right to unionize gig workers,gig workers as independent contractors,7.234983362257111,0.6159602846070261,0.6386839262605081,0.012999179879112957,9.999999999999999e-05,1.0000031000994194,0.9899490995661144,10,0.7008009787125647,0.062117052452056676,0.023327869482313635,2.662782921481605,metastable,True,True
gemma-3-27b-it,right to unionize,freedom to avoid unions,6.418166209312949,0.47957903637850974,0.40865262470979663,0.021914887983644337,-9.999999999999999e-05,0.9946569807123955,0.9988556034776349,10,0.6724258863287231,0.2637732616189265,0.028621213146856353,9.216005634195081,metastable,True,True
gemma-3-27b-it,science-based policy,faith-based policy,5.160974408532822,1.2505901209408516,1.024538668267467,0.04101008118232897,3.49426283550926e-05,1.0000094025396804,0.9968703652732592,10,0.614760583735475,-0.40977808453199205,0.07993328927550825,-5.126500964067659,monostable,True,True
gemma-3-27b-it,secularism,religious influence,4.380056136333872,0.3835990847876872,0.1286152019447543,0.01567834137893271,9.999999999999999e-05,0.755326351723185,0.9917342153240718,10,0.5659110212574294,0.43729581931267514,0.031544739240649246,13.86271783629665,metastable,True,True
gemma-3-27b-it,smartphone use for kids,restricted smartphone access,4.299518563440213,0.3963482245858264,-0.21012646673589966,0.017641299994325222,-9.999999999999982e-05,0.1409149882704781,0.9980656863091232,10,0.5600791001191593,0.34995263338325966,0.034051197362317154,10.27724898069328,metastable,True,True
gemma-3-27b-it,states’ rights on drug policy,federal supremacy on drugs,6.244004351167414,0.42918376339381364,0.1134005254211639,0.011882255098211506,-9.999999999999999e-05,0.8046336373056884,0.9795270056275058,10,0.6655865845469945,0.5521860591258306,0.02093970010892517,26.37029452444122,metastable,True,True
