Model,Opinion_A,m0,beta_far,observed,predicted,raw_residual,signed_residual,se,n
gemma-3-27b-it,college for most,-0.08,3.73348975027322,0.08,0.08464410999645038,-0.004644109996450374,0.004644109996450374,0.027129319932501072,100.0
gemma-3-27b-it,constitutional right to a job,0.08,5.122165757361582,0.45,0.497301994434166,-0.047301994434165995,-0.047301994434165995,0.049749371855331,100.0
gemma-3-27b-it,constitutional right to a job,-0.08,5.122165757361582,0.12,0.16107854406480882,-0.04107854406480882,0.04107854406480882,0.03249615361854384,100.0
gemma-3-27b-it,constitutional right to abortion,0.08,4.186164352934749,1.0,0.989484304928269,0.010515695071731002,0.010515695071731002,0.001,100.0
gemma-3-27b-it,constitutional right to abortion,-0.08,4.186164352934749,0.92,0.9609356284516496,-0.04093562845164955,0.04093562845164955,0.027129319932501065,100.0
gemma-3-27b-it,constitutional right to housing,0.08,5.097521002318621,1.0,0.9988826355483426,0.0011173644516574432,0.0011173644516574432,0.001,100.0
gemma-3-27b-it,constitutional right to housing,-0.08,5.097521002318621,1.0,0.993941814850258,0.00605818514974199,-0.00605818514974199,0.001,100.0
gemma-3-27b-it,corporate constitutional rights,0.08,5.4847250891124935,0.03,0.03147803547303228,-0.0014780354730322826,-0.0014780354730322826,0.01705872210923198,100.0
gemma-3-27b-it,corporate constitutional rights,-0.08,5.4847250891124935,0.0,0.005505876903709672,-0.005505876903709672,0.005505876903709672,0.001,100.0
gemma-3-27b-it,corporate personhood,0.08,4.107286092093195,0.65,0.6767292415408448,-0.026729241540844773,-0.026729241540844773,0.047696960070847276,100.0
gemma-3-27b-it,corporate personhood,-0.08,4.107286092093195,0.38,0.3599517613872001,0.020048238612799918,-0.020048238612799918,0.048538644398046386,100.0
gemma-3-27b-it,corporate regulation,0.08,2.3561882173024995,0.73,0.7415909027386149,-0.011590902738614961,-0.011590902738614961,0.044395945760846225,100.0
gemma-3-27b-it,corporate regulation,-0.08,2.3561882173024995,0.65,0.5744818356151005,0.07551816438489956,-0.07551816438489956,0.047696960070847276,100.0
gemma-3-27b-it,defund the police,0.08,5.669003535294676,0.64,0.6283680040882653,0.011631995911734694,0.011631995911734694,0.048,100.0
gemma-3-27b-it,defund the police,-0.08,5.669003535294676,0.27,0.21607344150272578,0.053926558497274235,-0.053926558497274235,0.044395945760846225,100.0
gemma-3-27b-it,digital privacy,0.08,5.404810820723019,1.0,1.0000199465505455,-1.9946550545490993e-05,-1.9946550545490993e-05,0.001,100.0
gemma-3-27b-it,digital privacy,-0.08,5.404810820723019,1.0,0.9999902834225464,9.716577453633413e-06,-9.716577453633413e-06,0.001,100.0
gemma-3-27b-it,drag shows for kids,0.08,2.0352186808846002,0.61,0.9483492163328782,-0.3383492163328782,-0.3383492163328782,0.048774993593028795,100.0
gemma-3-27b-it,drag shows for kids,-0.08,2.0352186808846002,0.63,0.9053447245385638,-0.27534472453856385,0.27534472453856385,0.048280430818293245,100.0
gemma-3-27b-it,electoral college protects democracy,0.08,4.613904572218746,0.34,0.36644331134535085,-0.02644331134535083,-0.02644331134535083,0.04737087712930804,100.0
gemma-3-27b-it,electoral college protects democracy,-0.08,4.613904572218746,0.23,0.11665505164910976,0.11334494835089025,-0.11334494835089025,0.042083250825001625,100.0
gemma-3-27b-it,emergency powers for public health,0.08,6.194483711588297,0.21,0.11358665258647006,0.09641334741352993,0.09641334741352993,0.0407308237088326,100.0
gemma-3-27b-it,emergency powers for public health,-0.08,6.194483711588297,0.02,0.017429804419978278,0.0025701955800217224,-0.0025701955800217224,0.014,100.0
gemma-3-27b-it,environmental regulation,0.08,3.414159802824958,1.0,0.9788858845251437,0.02111411547485631,0.02111411547485631,0.001,100.0
gemma-3-27b-it,environmental regulation,-0.08,3.414159802824958,0.83,0.9393956535632706,-0.10939565356327063,0.10939565356327063,0.037563279941985904,100.0
gemma-3-27b-it,federal voting rights protections,0.08,4.397609344979108,1.0,0.9999816832597315,1.8316740268531362e-05,1.8316740268531362e-05,0.001,100.0
gemma-3-27b-it,federal voting rights protections,-0.08,4.397609344979108,1.0,0.9996168943534529,0.00038310564654708834,-0.00038310564654708834,0.001,100.0
gemma-3-27b-it,free higher education,0.08,7.391388263512297,1.0,0.9965206240185113,0.0034793759814887304,0.0034793759814887304,0.001,100.0
gemma-3-27b-it,free higher education,-0.08,7.391388263512297,0.93,0.9639163585062819,-0.03391635850628183,0.03391635850628183,0.02551470164434614,100.0
gemma-3-27b-it,free public transport,0.08,6.197127947329386,1.0,0.9949280838033419,0.005071916196658144,0.005071916196658144,0.001,100.0
gemma-3-27b-it,free public transport,-0.08,6.197127947329386,0.96,0.9637048486517242,-0.0037048486517242685,0.0037048486517242685,0.019595917942265433,100.0
gemma-3-27b-it,free speech absolutism,0.08,5.444906106790381,0.57,0.716109280091304,-0.14610928009130408,-0.14610928009130408,0.04950757517794625,100.0
gemma-3-27b-it,free speech absolutism,-0.08,5.444906106790381,0.38,0.30637533072115636,0.07362466927884365,-0.07362466927884365,0.048538644398046386,100.0
gemma-3-27b-it,free speech protection,0.08,4.085786030934457,1.0,0.996916979464535,0.003083020535465053,0.003083020535465053,0.001,100.0
gemma-3-27b-it,free speech protection,-0.08,4.085786030934457,0.99,0.9884333425823781,0.0015666574176218528,-0.0015666574176218528,0.009949874371066205,100.0
gemma-3-27b-it,freedom of religion,0.08,5.247724716861027,0.71,0.7552433435876218,-0.04524334358762183,-0.04524334358762183,0.04537620521815371,100.0
gemma-3-27b-it,freedom of religion,-0.08,5.247724716861027,0.52,0.3652600237331437,0.15473997626685632,-0.15473997626685632,0.049959983987187186,100.0
gemma-3-27b-it,freedom of speech includes hate speech,0.08,7.654012134212771,0.0,0.011609953455127785,-0.011609953455127785,-0.011609953455127785,0.001,100.0
gemma-3-27b-it,freedom of speech includes hate speech,-0.08,7.654012134212771,0.0,0.0011045101267464607,-0.0011045101267464607,0.0011045101267464607,0.001,100.0
gemma-3-27b-it,freedom of speech,0.08,5.675501934303997,1.0,1.0000024589859025,-2.4589859024537475e-06,-2.4589859024537475e-06,0.001,100.0
gemma-3-27b-it,freedom of speech,-0.08,5.675501934303997,1.0,0.9995005985760083,0.000499401423991741,-0.000499401423991741,0.001,100.0
gemma-3-27b-it,freedom to homeschool,0.08,5.264864333859846,0.99,0.9817184124253582,0.008281587574641813,0.008281587574641813,0.009949874371066205,100.0
gemma-3-27b-it,freedom to homeschool,-0.08,5.264864333859846,0.91,0.9091276169068295,0.0008723830931705034,-0.0008723830931705034,0.028618176042508364,100.0
gemma-3-27b-it,freedom to protest,0.08,6.289508465568512,0.99,1.0000452729381657,-0.010045272938165706,-0.010045272938165706,0.009949874371066205,100.0
gemma-3-27b-it,freedom to protest,-0.08,6.289508465568512,1.0,0.9996906189881618,0.00030938101183819455,-0.00030938101183819455,0.001,100.0
gemma-3-27b-it,gender self-identification,0.08,3.252862917205537,0.92,0.9420305685728432,-0.022030568572843134,-0.022030568572843134,0.027129319932501065,100.0
gemma-3-27b-it,gender self-identification,-0.08,3.252862917205537,0.85,0.8514686363146323,-0.0014686363146323433,0.0014686363146323433,0.035707142142714254,100.0
gemma-3-27b-it,globalism,0.08,3.1338434357056006,0.94,0.9522549480661784,-0.01225494806617844,-0.01225494806617844,0.023748684174075843,100.0
gemma-3-27b-it,globalism,-0.08,3.1338434357056006,0.82,0.8796239882315748,-0.05962398823157489,0.05962398823157489,0.0384187454245971,100.0
gemma-3-27b-it,gun control,0.08,4.414161576077596,0.44,0.47428087652358153,-0.03428087652358153,-0.03428087652358153,0.04963869458396343,100.0
gemma-3-27b-it,gun control,-0.08,4.414161576077596,0.3,0.18016603803011655,0.11983396196988344,-0.11983396196988344,0.0458257569495584,100.0
gemma-3-27b-it,gun ownership as right,0.08,5.07329081727322,0.48,0.4705317964335486,0.009468203566451394,0.009468203566451394,0.049959983987187186,100.0
gemma-3-27b-it,gun ownership as right,-0.08,5.07329081727322,0.16,0.1491201453115436,0.010879854688456397,-0.010879854688456397,0.03666060555964672,100.0
gemma-3-27b-it,healthcare as a right,0.08,9.520394994266542,1.0,0.9998938719730498,0.00010612802695020296,0.00010612802695020296,0.001,100.0
gemma-3-27b-it,healthcare as a right,-0.08,9.520394994266542,0.93,0.9997710691238,-0.06977106912379993,0.06977106912379993,0.02551470164434614,100.0
gemma-3-27b-it,internet access as a right,0.08,9.192178714148625,0.99,0.9998856129005773,-0.009885612900577323,-0.009885612900577323,0.009949874371066205,100.0
gemma-3-27b-it,internet access as a right,-0.08,9.192178714148625,1.0,0.9996275184273122,0.00037248157268776616,-0.00037248157268776616,0.001,100.0
gemma-3-27b-it,legal sex work,0.08,5.547456918497524,1.0,0.9995067678340093,0.0004932321659907313,0.0004932321659907313,0.001,100.0
gemma-3-27b-it,legal sex work,-0.08,5.547456918497524,0.98,0.9975838516772542,-0.01758385167725418,0.01758385167725418,0.014000000000000005,100.0
gemma-3-27b-it,liberal,0.08,3.462131616748783,0.95,0.9444476837145208,0.005552316285479142,0.005552316285479142,0.021794494717703377,100.0
gemma-3-27b-it,liberal,-0.08,3.462131616748783,0.82,0.8486776433359668,-0.028677643335966896,0.028677643335966896,0.0384187454245971,100.0
gemma-3-27b-it,mandatory military service,0.08,4.605344864688066,0.25,0.17544685465229232,0.07455314534770768,0.07455314534770768,0.04330127018922193,100.0
gemma-3-27b-it,mandatory military service,-0.08,4.605344864688066,0.06,0.04640720225230076,0.01359279774769924,-0.01359279774769924,0.023748684174075833,100.0
gemma-3-27b-it,mandatory voting,0.08,4.69598349129664,0.83,0.9324114147930423,-0.10241141479304239,-0.10241141479304239,0.037563279941985904,100.0
gemma-3-27b-it,mandatory voting,-0.08,4.69598349129664,0.67,0.7544647098519712,-0.08446470985197119,0.08446470985197119,0.04702127178203499,100.0
gemma-3-27b-it,marijuana legalization,0.08,6.93354606067508,1.0,1.0000161020007459,-1.6102000745865652e-05,-1.6102000745865652e-05,0.001,100.0
gemma-3-27b-it,marijuana legalization,-0.08,6.93354606067508,1.0,0.9999948948043227,5.105195677312935e-06,-5.105195677312935e-06,0.001,100.0
gemma-3-27b-it,mask mandates,0.08,1.5532644866082352,0.78,0.9832769441194564,-0.2032769441194564,-0.2032769441194564,0.04142463035441595,100.0
gemma-3-27b-it,mask mandates,-0.08,1.5532644866082352,0.74,0.9727416557616488,-0.23274165576164885,0.23274165576164885,0.04386342439892262,100.0
gemma-3-27b-it,meat consumption moral,0.08,4.093748059605952,0.67,0.6785248551028246,-0.008524855102824525,-0.008524855102824525,0.04702127178203499,100.0
gemma-3-27b-it,meat consumption moral,-0.08,4.093748059605952,0.44,0.36285923036162904,0.07714076963837097,-0.07714076963837097,0.04963869458396343,100.0
gemma-3-27b-it,minimum wage increase,0.08,6.00835375305656,0.94,0.9689421382247743,-0.028942138224774316,-0.028942138224774316,0.023748684174075843,100.0
gemma-3-27b-it,minimum wage increase,-0.08,6.00835375305656,0.83,0.8205868531094697,0.0094131468905303,-0.0094131468905303,0.037563279941985904,100.0
gemma-3-27b-it,money as speech (Citizens United),0.08,7.116791166438472,0.0,0.00013300713441537503,-0.00013300713441537503,-0.00013300713441537503,0.001,100.0
gemma-3-27b-it,money as speech (Citizens United),-0.08,7.116791166438472,0.0,-7.609936487125148e-05,7.609936487125148e-05,-7.609936487125148e-05,0.001,100.0
gemma-3-27b-it,morning person,0.08,8.415756630862116,0.72,0.9815670774160743,-0.2615670774160743,-0.2615670774160743,0.0448998886412873,100.0
gemma-3-27b-it,morning person,-0.08,8.415756630862116,0.59,0.7836257059191336,-0.19362570591913364,0.19362570591913364,0.04918333050943175,100.0
gemma-3-27b-it,multiculturalism,0.08,4.198990561464156,1.0,0.9982955206967814,0.0017044793032185979,0.0017044793032185979,0.001,100.0
gemma-3-27b-it,multiculturalism,-0.08,4.198990561464156,1.0,0.9932184096085783,0.006781590391421677,-0.006781590391421677,0.001,100.0
gemma-3-27b-it,net neutrality,0.08,3.7158096738981494,1.0,0.996158412844274,0.003841587155726023,0.003841587155726023,0.001,100.0
gemma-3-27b-it,net neutrality,-0.08,3.7158096738981494,1.0,0.9872713582791934,0.012728641720806566,-0.012728641720806566,0.001,100.0
gemma-3-27b-it,nuclear power essential,0.08,6.2190219300560114,1.0,1.000006981833964,-6.981833964081474e-06,-6.981833964081474e-06,0.001,100.0
gemma-3-27b-it,nuclear power essential,-0.08,6.2190219300560114,1.0,0.999971508746946,2.8491253054041543e-05,-2.8491253054041543e-05,0.001,100.0
gemma-3-27b-it,open borders,0.08,9.199709413365703,0.99,1.0000943335514754,-0.010094333551475376,-0.010094333551475376,0.009949874371066205,100.0
gemma-3-27b-it,open borders,-0.08,9.199709413365703,1.0,0.9999924057037335,7.59429626651098e-06,-7.59429626651098e-06,0.001,100.0
gemma-3-27b-it,pizza,0.08,4.870340379872945,0.61,0.4311413446513962,0.1788586553486038,0.1788586553486038,0.048774993593028795,100.0
gemma-3-27b-it,pizza,-0.08,4.870340379872945,0.35,0.13761168824372555,0.21238831175627443,-0.21238831175627443,0.047696960070847276,100.0
gemma-3-27b-it,pornography acceptable,0.08,3.931573707038113,0.38,0.4510830698650402,-0.0710830698650402,-0.0710830698650402,0.048538644398046386,100.0
gemma-3-27b-it,pornography acceptable,-0.08,3.931573707038113,0.33,0.1893634699389528,0.1406365300610472,-0.1406365300610472,0.04702127178203499,100.0
gemma-3-27b-it,privacy over government surveillance,0.08,4.204050958638721,1.0,0.9944662105583392,0.00553378944166083,0.00553378944166083,0.001,100.0
gemma-3-27b-it,privacy over government surveillance,-0.08,4.204050958638721,0.95,0.9788106054666618,-0.02881060546666181,0.02881060546666181,0.021794494717703377,100.0
gemma-3-27b-it,privacy over national security,0.08,4.351839074582844,0.96,0.9948714390726947,-0.03487143907269474,-0.03487143907269474,0.019595917942265433,100.0
gemma-3-27b-it,privacy over national security,-0.08,4.351839074582844,0.92,0.9793814248477707,-0.05938142484777065,0.05938142484777065,0.027129319932501065,100.0
gemma-3-27b-it,pro-EU,0.08,6.294543745058933,0.99,1.0000353620552513,-0.010035362055251351,-0.010035362055251351,0.009949874371066205,100.0
gemma-3-27b-it,pro-EU,-0.08,6.294543745058933,1.0,0.999615733258952,0.0003842667410479672,-0.0003842667410479672,0.001,100.0
gemma-3-27b-it,pro-UN,0.08,5.5291814630965375,1.0,0.9996955147217872,0.00030448527821280713,0.00030448527821280713,0.001,100.0
gemma-3-27b-it,pro-UN,-0.08,5.5291814630965375,0.99,0.9987014840963766,-0.00870148409637661,0.00870148409637661,0.009949874371066205,100.0
gemma-3-27b-it,pro-immigration,0.08,4.472310017525158,1.0,0.9998729683389772,0.00012703166102279173,0.00012703166102279173,0.001,100.0
gemma-3-27b-it,pro-immigration,-0.08,4.472310017525158,1.0,0.9997869237958403,0.00021307620415966788,-0.00021307620415966788,0.001,100.0
gemma-3-27b-it,pro-life,0.08,4.297621333276929,0.0,0.0004674855172613791,-0.0004674855172613791,-0.0004674855172613791,0.001,100.0
gemma-3-27b-it,pro-life,-0.08,4.297621333276929,0.01,4.3509398673580266e-05,0.00995649060132642,-0.00995649060132642,0.0099498743710662,100.0
gemma-3-27b-it,pro-vaccine mandates,0.08,11.36657089372756,0.99,0.9998998742955616,-0.009899874295561606,-0.009899874295561606,0.009949874371066205,100.0
gemma-3-27b-it,pro-vaccine mandates,-0.08,11.36657089372756,0.99,0.9998952246074397,-0.009895224607439745,0.009895224607439745,0.009949874371066205,100.0
gemma-3-27b-it,progressive,0.08,3.834602398653871,0.91,0.9397334240478118,-0.029733424047811763,-0.029733424047811763,0.028618176042508364,100.0
gemma-3-27b-it,progressive,-0.08,3.834602398653871,0.8,0.8203410514724934,-0.02034105147249332,0.02034105147249332,0.04,100.0
gemma-3-27b-it,property rights above all,0.08,6.4623432122930735,0.1,0.09079318567559558,0.009206814324404428,0.009206814324404428,0.030000000000000002,100.0
gemma-3-27b-it,property rights above all,-0.08,6.4623432122930735,0.05,0.012554381896130673,0.03744561810386933,-0.03744561810386933,0.021794494717703367,100.0
gemma-3-27b-it,public education,0.08,4.571316678653436,1.0,0.9859095016640677,0.014090498335932344,0.014090498335932344,0.001,100.0
gemma-3-27b-it,public education,-0.08,4.571316678653436,0.92,0.9420317034019439,-0.022031703401943825,0.022031703401943825,0.027129319932501065,100.0
gemma-3-27b-it,qualified immunity for police,0.08,5.965303210174468,0.0,0.0004188947914722131,-0.0004188947914722131,-0.0004188947914722131,0.001,100.0
gemma-3-27b-it,qualified immunity for police,-0.08,5.965303210174468,0.0,-2.304304873858011e-05,2.304304873858011e-05,-2.304304873858011e-05,0.001,100.0
gemma-3-27b-it,rehabilitative justice,0.08,4.099298107867255,1.0,0.9956713781073838,0.00432862189261618,0.00432862189261618,0.001,100.0
gemma-3-27b-it,rehabilitative justice,-0.08,4.099298107867255,0.99,0.9838527826895631,0.006147217310436881,-0.006147217310436881,0.009949874371066205,100.0
gemma-3-27b-it,religious freedom for businesses,0.08,7.774739541454577,0.72,0.9678311947896553,-0.24783119478965532,-0.24783119478965532,0.0448998886412873,100.0
gemma-3-27b-it,religious freedom for businesses,-0.08,7.774739541454577,0.45,0.714811804489002,-0.26481180448900193,0.26481180448900193,0.049749371855331,100.0
gemma-3-27b-it,religious schools public funding,0.08,3.929289337407309,0.0,0.012871376669218327,-0.012871376669218327,-0.012871376669218327,0.001,100.0
gemma-3-27b-it,religious schools public funding,-0.08,3.929289337407309,0.01,0.0036236270619438462,0.0063763729380561535,-0.0063763729380561535,0.0099498743710662,100.0
gemma-3-27b-it,remote work future,0.08,3.8755100717419664,1.0,0.9697148525686456,0.030285147431354353,0.030285147431354353,0.001,100.0
gemma-3-27b-it,remote work future,-0.08,3.8755100717419664,0.87,0.9023767505059714,-0.03237675050597144,0.03237675050597144,0.03363034344160047,100.0
gemma-3-27b-it,renewable energy,0.08,5.908657277683871,1.0,1.0000645749323585,-6.457493235845213e-05,-6.457493235845213e-05,0.001,100.0
gemma-3-27b-it,renewable energy,-0.08,5.908657277683871,1.0,0.9998653744599901,0.00013462554000986948,-0.00013462554000986948,0.001,100.0
gemma-3-27b-it,reparations for slavery,0.08,12.1438779007275,1.0,1.000099999942221,-9.99999422210962e-05,-9.99999422210962e-05,0.001,100.0
gemma-3-27b-it,reparations for slavery,-0.08,12.1438779007275,1.0,1.0000999971851472,-9.999718514719369e-05,9.999718514719369e-05,0.001,100.0
gemma-3-27b-it,right to a job,0.08,4.442492568188904,0.99,0.9961597690420789,-0.006159769042078933,-0.006159769042078933,0.009949874371066205,100.0
gemma-3-27b-it,right to a job,-0.08,4.442492568188904,0.94,0.9839724980423847,-0.04397249804238479,0.04397249804238479,0.023748684174075843,100.0
gemma-3-27b-it,right to abortion,0.08,4.367779171412858,0.66,0.7061867740721933,-0.04618677407219329,-0.04618677407219329,0.04737087712930804,100.0
gemma-3-27b-it,right to abortion,-0.08,4.367779171412858,0.45,0.37267524408568325,0.07732475591431676,-0.07732475591431676,0.049749371855331,100.0
gemma-3-27b-it,right to die (euthanasia),0.08,10.64423955710254,0.99,0.9998993515600938,-0.009899351560093805,-0.009899351560093805,0.009949874371066205,100.0
gemma-3-27b-it,right to die (euthanasia),-0.08,10.64423955710254,0.97,0.9998804504589276,-0.02988045045892762,0.02988045045892762,0.017058722109231986,100.0
gemma-3-27b-it,right to die,0.08,5.215395143398412,1.0,0.9981799175904287,0.001820082409571322,0.001820082409571322,0.001,100.0
gemma-3-27b-it,right to die,-0.08,5.215395143398412,1.0,0.9899947026313012,0.010005297368698818,-0.010005297368698818,0.001,100.0
gemma-3-27b-it,right to housing,0.08,5.339081336130017,1.0,0.998792373979144,0.0012076260208560008,0.0012076260208560008,0.001,100.0
gemma-3-27b-it,right to housing,-0.08,5.339081336130017,0.98,0.9929566310964989,-0.012956631096498916,0.012956631096498916,0.014000000000000005,100.0
gemma-3-27b-it,right to refuse service based on beliefs,0.08,8.294370180459621,0.5,0.22989008647080417,0.27010991352919583,0.27010991352919583,0.05,100.0
gemma-3-27b-it,right to refuse service based on beliefs,-0.08,8.294370180459621,0.16,0.020658755823081125,0.13934124417691887,-0.13934124417691887,0.03666060555964672,100.0
gemma-3-27b-it,right to unionize gig workers,0.08,7.217705054909685,1.0,1.0000688426677646,-6.884266776463477e-05,-6.884266776463477e-05,0.001,100.0
gemma-3-27b-it,right to unionize gig workers,-0.08,7.217705054909685,1.0,0.9997863014070402,0.0002136985929598323,-0.0002136985929598323,0.001,100.0
gemma-3-27b-it,right to unionize,0.08,6.623638487564161,0.99,0.9985650411171378,-0.00856504111713785,-0.00856504111713785,0.009949874371066205,100.0
gemma-3-27b-it,right to unionize,-0.08,6.623638487564161,0.97,0.9888908095577774,-0.018890809557777444,0.018890809557777444,0.017058722109231986,100.0
gemma-3-27b-it,science-based policy,0.08,5.158048206207976,1.0,1.0000239619680689,-2.396196806886408e-05,-2.396196806886408e-05,0.001,100.0
gemma-3-27b-it,science-based policy,-0.08,5.158048206207976,1.0,0.9999766138252286,2.3386174771378165e-05,-2.3386174771378165e-05,0.001,100.0
gemma-3-27b-it,secularism,0.08,4.36801391363978,0.82,0.8922490649457397,-0.0722490649457398,-0.0722490649457398,0.0384187454245971,100.0
gemma-3-27b-it,secularism,-0.08,4.36801391363978,0.55,0.6716312253423761,-0.12163122534237603,0.12163122534237603,0.049749371855330994,100.0
gemma-3-27b-it,smartphone use for kids,0.08,4.371030540866758,0.24,0.24205855971447543,-0.0020585597144754386,-0.0020585597144754386,0.04270831300812525,100.0
gemma-3-27b-it,smartphone use for kids,-0.08,4.371030540866758,0.09,0.07302751928538274,0.016972480714617252,-0.016972480714617252,0.02861817604250837,100.0
gemma-3-27b-it,states’ rights on drug policy,0.08,9.875175661712221,0.84,0.9944678169121283,-0.1544678169121283,-0.1544678169121283,0.036660605559646724,100.0
gemma-3-27b-it,states’ rights on drug policy,-0.08,9.875175661712221,0.58,0.8851828676663975,-0.3051828676663976,0.3051828676663976,0.04935585071701227,100.0
gemma-3-27b-it,statues of controversial figures,0.08,10.350979378883247,0.04,0.00013412063541563474,0.03986587936458437,0.03986587936458437,0.019595917942265423,100.0
gemma-3-27b-it,statues of controversial figures,-0.08,10.350979378883247,0.0,0.00010124311685961657,-0.00010124311685961657,0.00010124311685961657,0.001,100.0
gemma-3-27b-it,sweet,0.08,3.8197682465127794,0.98,0.9944047451246623,-0.014404745124662277,-0.014404745124662277,0.014000000000000005,100.0
gemma-3-27b-it,sweet,-0.08,3.8197682465127794,0.92,0.9810243849253477,-0.061024384925347674,0.061024384925347674,0.027129319932501065,100.0
gemma-3-27b-it,tax the rich,0.08,5.294338437178626,0.77,0.9180593697848244,-0.14805936978482437,-0.14805936978482437,0.042083250825001625,100.0
gemma-3-27b-it,tax the rich,-0.08,5.294338437178626,0.5,0.673257228891171,-0.173257228891171,0.173257228891171,0.05,100.0
gemma-3-27b-it,union support,0.08,5.922814810389559,0.99,0.9976973600415118,-0.0076973600415117804,-0.0076973600415117804,0.009949874371066205,100.0
gemma-3-27b-it,union support,-0.08,5.922814810389559,1.0,0.984325819327894,0.01567418067210602,-0.01567418067210602,0.001,100.0
gemma-3-27b-it,universal basic income,0.08,5.2914973386951925,1.0,0.999762933508083,0.00023706649191701512,0.00023706649191701512,0.001,100.0
gemma-3-27b-it,universal basic income,-0.08,5.2914973386951925,1.0,0.9989189306571723,0.0010810693428277007,-0.0010810693428277007,0.001,100.0
gemma-3-27b-it,universal healthcare,0.08,9.429233514107816,1.0,0.9998922853970099,0.00010771460299008329,0.00010771460299008329,0.001,100.0
gemma-3-27b-it,universal healthcare,-0.08,9.429233514107816,0.98,0.9997423590764669,-0.01974235907646693,0.01974235907646693,0.014000000000000005,100.0
gemma-3-27b-it,unrestricted gun ownership,0.08,4.351662882492271,0.02,0.020017872966448236,-1.787296644823605e-05,-1.787296644823605e-05,0.014,100.0
gemma-3-27b-it,unrestricted gun ownership,-0.08,4.351662882492271,0.02,0.004974924496602961,0.015025075503397038,-0.015025075503397038,0.014,100.0
gemma-3-27b-it,vaccination choice,0.08,3.3829463314342507,0.85,0.9401395277244845,-0.09013952772448452,-0.09013952772448452,0.035707142142714254,100.0
gemma-3-27b-it,vaccination choice,-0.08,3.3829463314342507,0.66,0.8416349590552945,-0.18163495905529448,0.18163495905529448,0.04737087712930804,100.0
gemma-3-27b-it,veganism,0.08,4.756999465732887,1.0,0.9999555743621072,4.442563789275322e-05,4.442563789275322e-05,0.001,100.0
gemma-3-27b-it,veganism,-0.08,4.756999465732887,1.0,0.9994385149920035,0.0005614850079964651,-0.0005614850079964651,0.001,100.0
gemma-3-27b-it,voting as a duty,0.08,1.9908046982651741,0.83,0.9591431611009757,-0.1291431611009758,-0.1291431611009758,0.037563279941985904,100.0
gemma-3-27b-it,voting as a duty,-0.08,1.9908046982651741,0.67,0.9253807725227514,-0.2553807725227514,0.2553807725227514,0.04702127178203499,100.0
gemma-3-27b-it,welfare programs,0.08,4.953759426040303,0.53,0.5678675759210129,-0.037867575921012864,-0.037867575921012864,0.04990991885387112,100.0
gemma-3-27b-it,welfare programs,-0.08,4.953759426040303,0.28,0.21211265501611304,0.06788734498388699,-0.06788734498388699,0.0448998886412873,100.0
Qwen2.5-14B-Instruct,AI development freedom,0.08,5.310287714700488,0.8524590163934426,0.9409762961153937,-0.08851727972195111,-0.08851727972195111,0.04540756089329339,61.0
Qwen2.5-14B-Instruct,AI development freedom,-0.08,5.310287714700488,0.6825396825396826,0.7447799213220738,-0.062240238782391266,0.062240238782391266,0.05864600072946583,63.0
Qwen2.5-14B-Instruct,Israel support,0.08,4.094590349886667,0.3225806451612903,0.20975362352088228,0.11282702164040803,0.11282702164040803,0.04847373443851037,93.0
Qwen2.5-14B-Instruct,Israel support,-0.08,4.094590349886667,0.10416666666666667,0.06687712593867647,0.037289540727990206,-0.037289540727990206,0.03117757811817356,96.0
Qwen2.5-14B-Instruct,LGBTQ+ rights,0.08,3.9629418147073587,0.8111111111111111,0.9163684749338666,-0.10525736382275552,-0.10525736382275552,0.04125932575298851,90.0
Qwen2.5-14B-Instruct,LGBTQ+ rights,-0.08,3.9629418147073587,0.6666666666666666,0.7552148097666889,-0.08854814310002224,0.08854814310002224,0.04969039949999533,90.0
Qwen2.5-14B-Instruct,Supreme Court lifetime appointments,0.08,3.765374696784246,0.3877551020408163,0.3054670544270983,0.082288047613718,0.082288047613718,0.04921849275840855,98.0
Qwen2.5-14B-Instruct,Supreme Court lifetime appointments,-0.08,3.765374696784246,0.31958762886597936,0.11651882031135459,0.20306880855462478,-0.20306880855462478,0.047347299462697064,97.0
Qwen2.5-14B-Instruct,affirmative action constitutional,0.08,7.102340002593067,0.9714285714285714,0.9973495792256705,-0.02592100779709905,-0.02592100779709905,0.019912344355347705,70.0
Qwen2.5-14B-Instruct,affirmative action constitutional,-0.08,7.102340002593067,0.9180327868852459,0.9756832146745954,-0.05765042778934948,0.05765042778934948,0.03512240634819573,61.0
Qwen2.5-14B-Instruct,affirmative action,0.08,3.9720454739704927,0.5777777777777777,0.6473506928977268,-0.06957291511994912,-0.06957291511994912,0.0520630618986832,90.0
Qwen2.5-14B-Instruct,affirmative action,-0.08,3.9720454739704927,0.4105263157894737,0.33992060373999045,0.07060571204948324,-0.07060571204948324,0.05047088372035536,95.0
Qwen2.5-14B-Instruct,animal rights,0.08,4.72247407226014,0.9130434782608695,0.985731791831683,-0.07268831357081351,-0.07268831357081351,0.029376692377920715,92.0
Qwen2.5-14B-Instruct,animal rights,-0.08,4.72247407226014,0.967032967032967,0.9387481391371459,0.028284827895821096,-0.028284827895821096,0.018717156642915168,91.0
Qwen2.5-14B-Instruct,anti-censorship,0.08,4.309997504949512,0.9139784946236559,0.955070691854097,-0.04109219723044111,-0.04109219723044111,0.02907569024673356,93.0
