Model,Opinion_A,beta_point,h_point,beta_boot_sd,h_boot_sd,beta_boot_median,h_boot_median,n_boot_success
gemma-3-12b-it,science-based policy,4.397191809839358,0.685305995945235,0.3495654359081644,0.015327718271984755,5.434640970728861,0.693636178093785,200
gemma-3-12b-it,secularism,2.8638699657588953,0.4603068483218761,0.21015225093920864,0.02359658769507251,5.102919975357478,0.5235904493832774,200
gemma-3-12b-it,smartphone use for kids,5.775236976938848,-0.1622636897994951,1.1108292777659217,0.012019208168864873,8.904447754092981,-0.16389849494094533,200
gemma-3-12b-it,states’ rights on drug policy,3.6725279372535367,0.07537038844315522,0.14938875354942108,0.01378922186084434,5.678381784170415,0.05866711537401005,200
gemma-3-12b-it,statues of controversial figures,1.7457316092648318,-0.32317189018996045,0.2031509342699622,0.04614934803697108,2.5987132682571072,-0.33046184274327356,200
gemma-3-12b-it,sweet,3.1140707404318193,0.22709535509900802,0.8175067067961507,0.028021776324007854,4.029942479856706,0.217955764433585,200
gemma-3-12b-it,tax the rich,3.203407861584849,-0.041086991188967296,0.29390937434562786,0.016147372091626918,4.857266678440601,-0.04137845961915079,200
gemma-3-12b-it,union support,3.450766992553476,0.32999494512595634,0.909280791733266,0.02709083845112799,7.498731816410469,0.2441544389063247,200
gemma-3-12b-it,universal basic income,3.954615775389943,0.5286389271167687,1.4975897176422268,0.016322617676493192,5.2690952456364855,0.5559674227161173,200
gemma-3-12b-it,universal healthcare,4.0824967427081615,0.4023350208478034,0.7040888902546575,0.029337796521236834,5.9085589712138304,0.455133284916325,200
gemma-3-12b-it,unrestricted gun ownership,4.552498769965138,0.002221047111217334,0.17231678422358546,0.01205238810549123,5.640091625149944,0.0018040160992493404,200
gemma-3-12b-it,vaccination choice,4.312818125518693,0.17499506693468392,0.9257902119674317,0.017145094220062874,4.637851460803436,0.17094840605851985,200
gemma-3-12b-it,veganism,3.667424001236083,1.2044293507543125,5.506118371921691,0.08600833372009631,4.985875873534466,1.1118529204805883,200
gemma-3-12b-it,voting as a duty,1.4070323348373597,0.19546348893520119,0.46109566065112306,0.026876225275480847,3.498303446871108,0.10164884860172724,200
gemma-3-12b-it,welfare programs,3.217220407813984,-0.1579390823015714,0.38721999770535076,0.014757125470453316,4.445581202625975,-0.14251706986151197,200
gemma-3-27b-it,AI development freedom,2.9171848995040714,0.3546430717649197,1.0896727227662313,0.06631295771581878,3.8086828751743877,0.3474617992866346,200
gemma-3-27b-it,Israel support,5.704243627608143,-0.3230670885759712,1.283125261431113,0.02506340964490243,6.846073773728551,-0.30246907257419264,200
gemma-3-27b-it,LGBTQ+ rights,4.925381504162536,0.8719744303625151,0.4809219861894909,0.014249582981795747,5.4947984830514365,0.8716814607928737,200
gemma-3-27b-it,Supreme Court lifetime appointments,1.718190217457312,-1.1535559774952593,0.3190157586244122,0.031659936434576486,3.551552995577291,-1.0104424172380053,200
gemma-3-27b-it,affirmative action constitutional,3.956207979256989,0.5123230687405973,0.5305953244371706,0.019880548671200936,9.845418577063993,0.5644018481484078,200
gemma-3-27b-it,affirmative action,3.9130682187068544,0.140347538649476,0.26053153644938537,0.015051866666793855,6.3709140640408375,0.11842316526471308,200
gemma-3-27b-it,animal rights,4.5754045785364275,0.7940318670682475,0.314004182744609,0.012876423502905783,5.609197788025552,0.8000500219010208,200
gemma-3-27b-it,anti-censorship,3.2987911953981035,0.9055869375725094,0.306758788593831,0.018863909078901973,4.219657331703543,0.8941138168607407,200
gemma-3-27b-it,big government,2.8530729842696316,-0.17712759170393416,0.36678234792002884,0.020203557593009198,4.158621836870234,-0.16555226669174283,200
gemma-3-27b-it,cancel culture necessary,3.3716150673915797,-0.6325881304895185,0.4752510479893058,0.017909376243665787,4.58424131627701,-0.6558519536093601,200
gemma-3-27b-it,capitalism,3.3513138468884183,-0.04413090954892553,0.110043299542603,0.014117107338367851,5.408772999810424,-0.03279282093235441,200
gemma-3-27b-it,cats,2.5607347815136485,0.020949336843767576,0.4685101023118089,0.022645434207412395,3.7727619496463847,0.02746684454122951,200
gemma-3-27b-it,city life,3.630497532388472,-0.09244186944855454,0.19797789373843946,0.015193230038115698,5.856277167623787,-0.07511501540401246,200
gemma-3-27b-it,climate change believer,3.907909945148348,0.4798430173016267,2.0961055903240853,0.052557188169531546,5.0549798421767065,0.4949876168547336,200
gemma-3-27b-it,coffee,2.3576410926221003,-0.11169031444523407,0.2657510979858973,0.023135570360549203,4.172278927898823,-0.10731931174396997,200
gemma-3-27b-it,college for most,3.0159340801415415,-0.22969064146940701,0.32315190296636437,0.0278162803488155,3.8993522534140457,-0.22138558492058075,200
gemma-3-27b-it,constitutional right to a job,5.3057623948830885,-0.09634182772193284,0.4789775134686825,0.011390779840414138,5.484829602090224,-0.09270212207915682,200
gemma-3-27b-it,constitutional right to abortion,3.9603506827819763,0.46230055323155245,0.8962636609895158,0.020872867024014603,5.570785307591464,0.5009430092069924,200
gemma-3-27b-it,constitutional right to housing,5.003443543319733,0.5764592194158995,1.1502810651560462,0.014704115750729572,6.655191391886886,0.5913826609905637,200
gemma-3-27b-it,corporate constitutional rights,4.928895740015271,-0.37672207867900104,2.2575881989355255,0.06847696937225532,6.750054524008773,-0.401955939815445,200
gemma-3-27b-it,corporate personhood,3.517367294959093,0.006593962040877954,0.3238441697352837,0.01428267943050418,4.226735901521185,0.008958257124376619,200
gemma-3-27b-it,corporate regulation,2.128310151585084,0.15085914696047692,0.8069863176597205,0.024084126535839544,3.2023113386752735,0.14128416856942494,200
gemma-3-27b-it,defund the police,4.529356760934753,-0.027884440735019604,0.19751128060254086,0.011943952121137821,5.606652361353092,-0.023149793974217632,200
gemma-3-27b-it,digital privacy,5.373095791106514,1.0272500701845422,1.971313603240336,0.036219685598962395,6.549106155224738,0.9990008545289492,200
gemma-3-27b-it,drag shows for kids,0.921114717242652,0.5100894021223834,0.08719951342722475,0.03874104283098318,1.9900862317165817,0.5735450674336962,200
gemma-3-27b-it,electoral college protects democracy,3.4241206705264555,-0.14124524151242926,0.9323578440527397,0.015516341621939522,4.799841699578344,-0.13158600153703348,200
gemma-3-27b-it,emergency powers for public health,3.944175313054025,-0.26986517879924227,1.7563990090285329,0.013514130885110394,6.033392356963242,-0.23145055188680805,200
gemma-3-27b-it,environmental regulation,2.902298885171807,0.4671763585596102,0.9096588021285458,0.020576525381420612,5.06157458132447,0.541945699516923,200
gemma-3-27b-it,federal voting rights protections,2.850417970778757,0.9912349682940989,0.18871363013583428,0.020233559730254903,4.450661740833754,0.9488328524286125,200
gemma-3-27b-it,free higher education,5.451612078873781,0.33117527510380734,0.8166293818291263,0.019578865983690734,9.771013868469126,0.27247010132771465,200
gemma-3-27b-it,free public transport,5.7418328810733845,0.34044023235737647,1.6420881643943415,0.04644965030713063,9.856450279369746,0.27680334477280366,200
gemma-3-27b-it,free speech absolutism,3.071198403426425,-0.009556740596890696,0.07023521008191887,0.014996377340504938,5.287023830280252,-0.009570989080912026,200
gemma-3-27b-it,free speech protection,3.6326739523286657,0.6161880807117635,0.5236072369732275,0.017713273016230508,4.744884975995921,0.6405853407680333,200
gemma-3-27b-it,freedom of religion,4.019915086978244,0.04936353602781889,0.3561684235979873,0.014106919129136173,5.2293851058711365,0.04466598052361334,200
gemma-3-27b-it,freedom of speech includes hate speech,5.332306180036183,-0.4467329087412014,0.7837799973464333,0.007047025609104146,23.62867664807625,-0.5664492972979436,200
gemma-3-27b-it,freedom of speech,3.069579030583391,0.7058167444915119,0.23655477170296527,0.02040428955954752,5.750139917488761,0.7289071619784064,200
gemma-3-27b-it,freedom to homeschool,4.197912453203411,0.32960400615763596,2.3216982397082577,0.035447254151689436,6.52326649297034,0.28198622713894983,200
gemma-3-27b-it,freedom to protest,4.495272900618441,0.6792154623802652,0.23053033161950137,0.01432052758169933,6.368200928575373,0.6974590744777345,200
gemma-3-27b-it,gender self-identification,2.9432174160952393,0.32515332234747746,1.8124781430836812,0.06256405601354334,3.36219198977569,0.3358387927657783,200
gemma-3-27b-it,globalism,2.626695404933264,0.3670279360970888,0.1902652205964853,0.026383583810095996,3.161086976646203,0.38161727379098875,200
gemma-3-27b-it,gun control,2.799026955010677,-0.10133365274018152,0.21096356469014557,0.018146419745930786,4.326625459989655,-0.08173005136041117,200
gemma-3-27b-it,gun ownership as right,4.523762906770296,-0.0904190827558988,0.5122612610493471,0.014213722410654927,5.213285723475829,-0.08731140946017577,200
gemma-3-27b-it,healthcare as a right,3.6983020827769386,0.4634931507549197,0.7556148955259228,0.027767912914379952,9.49206861818779,0.550011567208603,200
gemma-3-27b-it,internet access as a right,5.9436231109090025,0.48692068112022846,6.401046078145401,0.02492628995216809,9.698227632597309,0.5375372681684121,200
gemma-3-27b-it,legal sex work,4.875060043704893,0.6300562584259807,2.1001409392329813,0.01722084909929073,6.075784791646084,0.6299786241966985,200
gemma-3-27b-it,liberal,3.0461769171326427,0.3224648503799021,0.5603501281858283,0.029541383010254843,3.5510186087051974,0.31639263121465444,200
gemma-3-27b-it,mandatory military service,4.016700482342265,-0.23679524175736444,1.4743465352918281,0.019952490750477794,5.0484935921414,-0.2194341101277348,200
gemma-3-27b-it,mandatory voting,3.037228935774364,0.20070738576451685,0.7226193490770169,0.01716594875850282,4.774043907664553,0.16725724983251725,200
gemma-3-27b-it,marijuana legalization,5.9628213666103695,0.8437875140799642,1.7379852366641866,0.012271972913530306,7.130818680793313,0.8476309117037234,200
gemma-3-27b-it,mask mandates,0.3897822649145435,2.100060019103228,0.08540785195591848,0.08230880239987351,1.5142498063980199,1.2085389178789185,200
gemma-3-27b-it,meat consumption moral,2.6318978076673196,0.03097218335787047,0.23687541270086637,0.015340571120946426,4.095115173870486,0.02896447469476112,200
gemma-3-27b-it,minimum wage increase,5.546078265752217,0.2108924274809461,1.2511428982019397,0.013158789730010218,6.353450984926614,0.2033720407943055,200
gemma-3-27b-it,money as speech (Citizens United),6.211015068054235,-0.6606404006735114,0.7486002107202282,0.01459688176473296,7.2729202222236236,-0.6635898901014521,200
gemma-3-27b-it,morning person,3.3465722377704923,0.1039985320390773,0.2752789731615288,0.018360393377805206,5.889009723532152,0.08934003584582093,200
gemma-3-27b-it,multiculturalism,4.3035339902557554,0.6727973851330535,0.30304918769758876,0.015462174626155055,5.362226161183273,0.6900297542686096,200
gemma-3-27b-it,net neutrality,2.7620638359355496,0.635795190612049,0.7275047938678522,0.03286242554826172,5.091121228360559,0.6770457440609803,200
gemma-3-27b-it,nuclear power essential,6.773967782552496,0.8909317781005158,1.1879399379641569,0.011974754641598591,6.272631372838925,0.893093536513281,200
gemma-3-27b-it,open borders,5.054132794623411,0.5512987392477371,0.5479591712566927,0.012025566731264013,9.257154161128678,0.5754445918636231,200
gemma-3-27b-it,pizza,2.9619787734025564,-0.03674106275921598,0.1977147448749647,0.01673046999130377,4.754389925807013,-0.038863563980358395,200
gemma-3-27b-it,pornography acceptable,2.5828117413933196,-0.11450749226466378,0.39006538612636377,0.019108712927446432,3.8636791394555905,-0.09550106281671356,200
gemma-3-27b-it,privacy over government surveillance,3.0245433363600736,0.48895853831821495,0.22615763467890954,0.02350161743279655,4.955887437520324,0.5479547817983645,200
gemma-3-27b-it,privacy over national security,3.0979079746311933,0.4703308222898848,0.14686746645221102,0.021369578367877354,4.29122387788084,0.5137313014330627,200
gemma-3-27b-it,pro-EU,3.9765565166175105,0.6529421441884271,0.27076085600136285,0.018900238074912493,6.381917228774427,0.6840489275941588,200
gemma-3-27b-it,pro-UN,5.218074673607879,0.6934914877256931,0.7801316274407344,0.01530975546696466,5.8629464154228526,0.6913486437332821,200
gemma-3-27b-it,pro-immigration,4.2482520621528925,1.1065242445059764,5.134743247970778,0.06506727818824852,5.11663876342179,1.0627301786473529,200
gemma-3-27b-it,pro-life,2.0302139891896824,-1.0360010667562027,0.14258164668056914,0.02093353891958905,4.375451159114048,-0.9449725732920402,200
gemma-3-27b-it,pro-vaccine mandates,5.851037686804613,0.6349717930369732,0.28365602725567596,0.009111287930614864,11.378804268380065,0.618780067207949,200
gemma-3-27b-it,progressive,3.228912347915976,0.2808812326055611,1.1314583843934805,0.031154844112039715,3.86712827351494,0.2571091921986749,200
gemma-3-27b-it,property rights above all,4.911630657452209,-0.2812169691176367,0.8558796871083452,0.014166932944493987,6.603861249449794,-0.25356117841317,200
gemma-3-27b-it,public education,4.552554566062553,0.38317914489135707,1.0724793376438297,0.05217845676287974,6.444675627660292,0.417774533958294,200
gemma-3-27b-it,qualified immunity for police,3.767130711605386,-0.6809389556603754,0.21739913155590973,0.017211534817786853,5.996599901004424,-0.7137525568665073,200
gemma-3-27b-it,rehabilitative justice,3.4055214604533917,0.5545236376431639,0.7389920200191064,0.020657783849127406,4.863643303811502,0.5885648896977151,200
gemma-3-27b-it,religious freedom for businesses,3.7670475197191418,0.06293323453129349,0.13621326891415603,0.01453875015921343,5.6187568159971875,0.047584417797118125,200
gemma-3-27b-it,religious schools public funding,2.9712610100873085,-0.6022592284469823,0.941426464566273,0.028360915755686517,5.52667153306303,-0.6348949818399627,200
gemma-3-27b-it,remote work future,3.704194144797689,0.3621693748755481,1.850394443047401,0.08153428156662484,6.164055634016741,0.41877049790639825,200
gemma-3-27b-it,renewable energy,5.393013691563739,0.7828498099062743,0.37879230793874424,0.012119972646238106,5.919547449955241,0.7874796155754739,200
gemma-3-27b-it,reparations for slavery,11.066268072724004,0.8900071278265409,0.9336312976257913,0.007050121071654238,12.308452341324859,0.8924766068075222,200
gemma-3-27b-it,right to a job,3.3437267857914676,0.5115843870548842,1.1101763396408402,0.0214854625638094,4.5420791357436485,0.5459438326040877,200
gemma-3-27b-it,right to abortion,3.503622591618657,0.03046186833173464,0.4541210734015988,0.016765983193247434,4.820875243063057,0.025097054025028334,200
gemma-3-27b-it,right to die (euthanasia),5.219992476291077,0.5739447422494548,0.30918278983986763,0.009974600913175938,10.653135183539906,0.5893028171071855,200
gemma-3-27b-it,right to die,5.1890173716948675,0.5116983515410944,0.7554418490166886,0.014329511234553465,7.4139553115383094,0.5437777882810003,200
gemma-3-27b-it,right to housing,4.404915536515086,0.5266882374245955,2.1253283157029252,0.016385338886781602,6.8734036935622065,0.5565148902946541,200
gemma-3-27b-it,right to refuse service based on beliefs,4.2112970142837405,-0.09637427870652482,0.19318992233323967,0.012990937599944458,6.034463941469205,-0.08357285647385904,200
gemma-3-27b-it,right to unionize gig workers,4.861737560198558,0.621682748556912,0.4253980317334654,0.01637963075482413,7.355022692953989,0.6367904616282596,200
gemma-3-27b-it,right to unionize,5.658850183576948,0.42380182127236693,2.2533164227810616,0.04322816192289115,7.124442835774315,0.4044907081701291,200
gemma-3-27b-it,science-based policy,5.61341234020203,1.0136068860484135,1.9788954612358571,0.03707820797893207,5.599538178534853,1.008230039683427,200
gemma-3-27b-it,secularism,3.4681598768430515,0.12994707755580487,0.5558078042523318,0.017863304536179493,4.439118000388628,0.1308704979377128,200
gemma-3-27b-it,smartphone use for kids,4.317345774605091,-0.20226482735057633,1.5236861321275224,0.02036122607049486,4.619492252103267,-0.1989830605797664,200
gemma-3-27b-it,states’ rights on drug policy,3.73050769283509,0.14028901410984607,0.2260039302911537,0.015170452392645757,6.28309500801147,0.11370160867331797,200
gemma-3-27b-it,statues of controversial figures,5.175644250902756,-0.54982192194378,0.39576494914697874,0.01129040670986993,10.370540307800685,-0.5788636010860353,200
gemma-3-27b-it,sweet,2.379506966417822,0.5390936287718394,0.2927517928427854,0.023734761862636275,3.780787822355398,0.5969917943735186,200
gemma-3-27b-it,tax the rich,3.4268102579429955,0.1063297905129173,0.5206482180075379,0.0165624602256086,4.877008284338668,0.09396129917723792,200
gemma-3-27b-it,union support,5.946141193234181,0.42668726748332964,0.3976122670057197,0.015698700279258633,8.855258909612285,0.47765595156059437,200
gemma-3-27b-it,universal basic income,4.942707395834697,0.7397018301891771,0.5158253043909081,0.013521615421189405,5.955340312750657,0.7385173604904947,200
gemma-3-27b-it,universal healthcare,4.60312722966701,0.48228748876827654,0.7759825330571728,0.02689457580298292,9.327407876969955,0.5411076220675516,200
gemma-3-27b-it,unrestricted gun ownership,2.9599619034050675,-0.5119973669131531,0.9671806618931676,0.021517550062167212,4.47556372149816,-0.5283813443835532,200
gemma-3-27b-it,vaccination choice,2.3076125838491115,0.2784576409760601,0.4574634758483475,0.04394642533265118,3.454231164766729,0.25534915941931996,200
gemma-3-27b-it,veganism,2.289779206731134,0.844702954597177,0.12775178353709093,0.01608191301521218,4.831396432560015,0.8477135922061824,200
gemma-3-27b-it,voting as a duty,0.9624491424293227,0.65315802894896,0.12863192740752505,0.04117519755848483,1.985893315705156,0.6830488143987169,200
gemma-3-27b-it,welfare programs,3.568577355056465,-0.04570712844378016,0.35475023818519297,0.015191913462058785,4.989554119816457,-0.04560901999338672,200
Qwen2.5-14B-Instruct,AI development freedom,3.193463699599199,0.18800620239939722,0.3274022342383712,0.019098568671737523,4.93530760543618,0.15948141375010189,200
Qwen2.5-14B-Instruct,Israel support,2.4858698852441576,-0.26331839528403,0.16150677381132017,0.019145581069804074,3.8794351152803728,-0.2093185361952489,200
Qwen2.5-14B-Instruct,LGBTQ+ rights,2.129702946315235,0.24883926714299542,0.22812694753504123,0.020954867879546448,3.7500862730575877,0.1808610993586776,200
Qwen2.5-14B-Instruct,Supreme Court lifetime appointments,1.9052528337147032,-0.18383465217131847,0.2368744037029603,0.02267075629078363,3.8103645105001105,-0.13940011434903782,200
Qwen2.5-14B-Instruct,affirmative action constitutional,3.8455624556919186,0.4463753250119578,1.7781714921465803,0.033428774687276695,6.963464019529205,0.33480917336110083,200
Qwen2.5-14B-Instruct,affirmative action,2.697837699794034,0.0024943525132944478,0.4574709786042054,0.018970508163684202,4.022516566815245,0.0027708134779041273,200
Qwen2.5-14B-Instruct,animal rights,2.723013072268005,0.47006689475023583,1.094055200038127,0.07804210228961254,5.184047589414989,0.4164277527666263,200
Qwen2.5-14B-Instruct,anti-censorship,2.855014372269925,0.30288803121216445,0.5102415666921345,0.020182620606486824,4.164787515601114,0.2506878717142972,200
Qwen2.5-14B-Instruct,big government,2.3309225862652334,-0.3531140975439961,0.15727502058091655,0.02165904835503243,4.048865896999492,-0.26082631510306364,200
Qwen2.5-14B-Instruct,cancel culture necessary,2.960276713427272,0.10022955898880372,0.364524615184369,0.023796136549837876,5.880037941781753,0.07666999926405822,200
Qwen2.5-14B-Instruct,capitalism,1.575933571103627,-0.02618412442480485,0.2288597573120675,0.019891897720974928,3.2670728104566003,-0.02285781629975798,200
Qwen2.5-14B-Instruct,cats,1.4542317603041712,-0.10516549627257045,0.6513908267081556,0.03814851055506193,1.8467647073343196,-0.0766008777853141,200
Qwen2.5-14B-Instruct,city life,2.73936311393645,-0.08515806867602556,0.2901933209140647,0.01810453607008284,4.006867195106258,-0.0731349341581298,200
Qwen2.5-14B-Instruct,climate change believer,7.247649869605659,0.7976041212228977,1.0934221009520797,0.014794315509091983,17.886535223201214,0.8026608322179751,200
Qwen2.5-14B-Instruct,coffee,1.7188324530051728,-0.06272831618147819,0.0819710852684028,0.019853754216960427,3.128612794731753,-0.0465877419003598,200
Qwen2.5-14B-Instruct,college for most,2.919582696125613,0.05300314268079413,0.21380381948731655,0.021096714780364786,5.221783230391721,0.029702913708545192,200
Qwen2.5-14B-Instruct,constitutional right to a job,2.544676335454328,0.1449986410577363,0.3471085266817382,0.02322289137456737,4.408128574024988,0.1095799822223903,200
Qwen2.5-14B-Instruct,constitutional right to abortion,1.7503682132113414,0.13330071792691287,0.20415504579073307,0.021193850442019012,3.2171922733639575,0.09120520782712466,200
Qwen2.5-14B-Instruct,constitutional right to housing,2.484422641175126,0.6603905915173359,0.25788153483747306,0.014193858834700136,8.323626490520272,0.6337633679697754,200
Qwen2.5-14B-Instruct,corporate constitutional rights,2.3598267530607484,-0.08779000641487694,0.34498466846267234,0.01896377962231281,3.844956356646411,-0.08193840238497022,200
Qwen2.5-14B-Instruct,corporate personhood,2.231465226482497,-0.04918570398364349,0.2925261116294687,0.02052407702085594,3.395381725301599,-0.03566154826717796,200
Qwen2.5-14B-Instruct,corporate regulation,2.3929166696962647,0.013781252057286286,0.08349905481916899,0.01687997324813575,4.049941943893094,0.009780640784683181,200
Qwen2.5-14B-Instruct,defund the police,1.614086251946206,0.38962535068968823,0.45726951384732545,0.060963596431220166,2.4871142645289464,0.4053767047990394,200
Qwen2.5-14B-Instruct,digital privacy,2.974746606028813,0.7168493115568472,1.347103675477645,0.02737053732726049,8.471326861429965,0.6440430886737407,200
Qwen2.5-14B-Instruct,drag shows for kids,2.275832346992033,0.0999130449004821,0.3507017301005256,0.019779733128508732,3.599233111409045,0.0822085823140094,200
Qwen2.5-14B-Instruct,electoral college protects democracy,3.3712818378799145,0.26894543388299863,1.1380064307703817,0.018984315625908552,4.789101507250523,0.2302522192917042,200
Qwen2.5-14B-Instruct,emergency powers for public health,3.1507118276635877,-0.08104800058448025,0.23781259914693226,0.016868110642052497,4.465360754703333,-0.06942899439530889,200
Qwen2.5-14B-Instruct,environmental regulation,1.835256769620542,0.4450544286027966,0.6458387275142069,0.05628039079951673,4.043809099100027,0.292385199582659,200
Qwen2.5-14B-Instruct,federal voting rights protections,2.12332778281703,0.2506560860976556,0.1782263070048615,0.02229930214517745,3.655334917701747,0.1895312030792558,200
Qwen2.5-14B-Instruct,free higher education,2.8510593140870606,0.413285723929136,0.9096737586909837,0.08299994006634129,5.38103220999473,0.4141494788027683,200
Qwen2.5-14B-Instruct,free public transport,2.5147470189858474,0.1583378677059275,0.28592279420746025,0.017582872357440767,3.8658584797435385,0.12961195124385114,200
Qwen2.5-14B-Instruct,free speech absolutism,2.179810077884257,0.1914502873351977,0.15554031606685814,0.025759208192434404,3.882108617551845,0.14715875290822822,200
Qwen2.5-14B-Instruct,free speech protection,3.5519996711650834,0.27341956291095665,0.2925774716337017,0.017116041917753493,5.582995316548544,0.22841593554206147,200
Qwen2.5-14B-Instruct,freedom of religion,2.369916184582642,0.09440557040599937,0.38873581530570234,0.019363860576058097,3.8174490046295375,0.07822901924943454,200
Qwen2.5-14B-Instruct,freedom of speech includes hate speech,1.3963126530401742,-0.11452383479006763,0.41852009043952837,0.028928606955812914,3.7166069334024385,-0.04609791835215506,200
Qwen2.5-14B-Instruct,freedom of speech,2.6355421360336826,0.3495089007677149,0.4940620049043161,0.023108943517060054,4.298583720376554,0.2732059509404677,200
Qwen2.5-14B-Instruct,freedom to homeschool,2.3989340428171206,0.26916196205030113,0.1188514969680344,0.017900814119870368,4.301177998442531,0.19167982106427575,200
Qwen2.5-14B-Instruct,freedom to protest,2.544435572124769,0.18040262216768915,0.26474955042408566,0.01906744296613577,3.728099520756932,0.14569315321979176,200
Qwen2.5-14B-Instruct,gender self-identification,2.3371786910691763,0.5318685124022504,1.8422663608786838,0.12895860586835428,4.62142020516027,0.377074450050344,200
Qwen2.5-14B-Instruct,globalism,2.4479357773418156,0.30959995448574906,0.21767539839908487,0.019592587564660258,4.027534716062917,0.2367375448253154,200
Qwen2.5-14B-Instruct,gun control,2.0753533774498516,0.05837302225820294,0.3946077095998524,0.02528380589768888,3.801880959007478,0.05967052662714475,200
Qwen2.5-14B-Instruct,gun ownership as right,2.4396754743767763,-0.07695020171543704,0.46994168448607715,0.022103994299271398,3.8523738503712317,-0.0681793721563424,200
Qwen2.5-14B-Instruct,healthcare as a right,2.5876403137016353,0.31323028317541285,0.276895157361931,0.024184649681282804,4.153762308179563,0.24520026322263758,200
Qwen2.5-14B-Instruct,internet access as a right,2.3536040910817126,0.2815780543320325,0.20075195318882755,0.023265828071048884,4.031238536495873,0.22186742328134174,200
Qwen2.5-14B-Instruct,legal sex work,3.9319922111286116,0.4345230557596233,1.0260958487908856,0.0541123955078827,5.990871123921704,0.3929928921664979,200
Qwen2.5-14B-Instruct,liberal,2.556874171437336,0.3735964934382751,0.17145618914255484,0.018989624273121307,4.241828077856171,0.28801757487533713,200
Qwen2.5-14B-Instruct,mandatory military service,3.2699912119407823,-0.3619144192477305,0.5569208836192459,0.027849134132575823,4.749937717479687,-0.3111016763535871,200
Qwen2.5-14B-Instruct,mandatory voting,2.9675578016705,-0.13150279946464324,0.5140492576530928,0.01987341206324251,4.1656420714424005,-0.1111103727660514,200
Qwen2.5-14B-Instruct,marijuana legalization,3.7669408768566917,0.47156229827239293,1.9266444911777263,0.08256430496777774,9.381596029451803,0.5464887354038087,200
Qwen2.5-14B-Instruct,mask mandates,5.885214898092244,0.8551086110769153,0.4556828375437057,0.005581952111262111,17.443012959109378,0.8205989802814583,200
Qwen2.5-14B-Instruct,meat consumption moral,2.635874030135594,0.18952376084408498,0.39663302222383473,0.02359769792271815,4.420902476289927,0.15545375347147788,200
Qwen2.5-14B-Instruct,minimum wage increase,2.218144682874463,0.03254167892989443,0.4056518266614062,0.023208806360840165,3.869059619775657,0.011761042206763047,200
Qwen2.5-14B-Instruct,money as speech (Citizens United),2.343337692957207,-0.34752525502249065,0.36820618035407227,0.022766219366011572,4.086211656027775,-0.25743562377191764,200
Qwen2.5-14B-Instruct,morning person,2.0583395979201167,0.15120681797530566,0.28461066487981534,0.023029808023422606,3.5354720590046473,0.11446641514816866,200
Qwen2.5-14B-Instruct,multiculturalism,2.158981650154702,0.41042878607896494,1.4015085454310046,0.111690535227948,5.081169415104534,0.40669195527824487,200
Qwen2.5-14B-Instruct,net neutrality,2.6300227177202404,0.39205909135808303,0.39807437482072155,0.028602332395498697,4.363977905372165,0.30406075290440104,200
Qwen2.5-14B-Instruct,nuclear power essential,3.655102394084805,0.22231276910522033,1.3720668764990842,0.024057881677429532,5.6555515943791335,0.1915357206121308,200
Qwen2.5-14B-Instruct,open borders,7.257562337482042,0.8567484912577218,2.5669726334285365,0.012818532160103901,8.931586736233463,0.8452185312350282,200
Qwen2.5-14B-Instruct,pizza,1.6089283730529658,-0.13893521786525148,0.08165284207559452,0.02084373419960884,3.253758474581187,-0.0974062715261161,200
Qwen2.5-14B-Instruct,pornography acceptable,1.4169889153846162,-0.3338170074277305,0.18095220545589435,0.027451205313876854,3.500234024071818,-0.18860459751514091,200
Qwen2.5-14B-Instruct,privacy over government surveillance,1.403831928341947,0.526424708407811,0.47973020440645775,0.05107261108203031,3.967934373030989,0.26105465268633343,200
Qwen2.5-14B-Instruct,privacy over national security,2.201779517878067,0.17770141462058825,0.32392090672759427,0.024074115623556637,3.7616330835521774,0.1469235344850533,200
Qwen2.5-14B-Instruct,pro-EU,3.5083929154527422,0.6498336873384145,0.2739704412742197,0.012813282693423024,8.714154386218844,0.6399977124589421,200
Qwen2.5-14B-Instruct,pro-UN,4.812296730152563,0.6930277773193156,1.33801814942344,0.021449843347102846,9.052351257349763,0.6533731404253148,200
Qwen2.5-14B-Instruct,pro-immigration,5.0038851047192425,0.7539571427998192,3.5992027517330536,0.0557547992459773,16.17068302215777,0.7888433102030381,200
Qwen2.5-14B-Instruct,pro-life,2.5577459952834865,-0.22551575648364106,0.8256568238942847,0.018269645246526252,3.992489703447192,-0.18604657541121022,200
Qwen2.5-14B-Instruct,pro-vaccine mandates,4.542970342680355,0.817922838662198,0.7822987305272009,0.012183881655970358,17.296181467229562,0.8100116109510967,200
Qwen2.5-14B-Instruct,progressive,4.478011820597134,0.6443560808306034,0.2790462603218501,0.014075396354080921,8.51362356930077,0.6272555829963089,200
Qwen2.5-14B-Instruct,property rights above all,2.3376883867146163,-0.1347938387624008,0.19390146680181727,0.025217592977830473,4.253381105404129,-0.12372633912056522,200
Qwen2.5-14B-Instruct,public education,1.9290778772077288,0.38751195478229006,0.23794834121173863,0.01851180023378004,4.015265183076613,0.25680122643174286,200
Qwen2.5-14B-Instruct,qualified immunity for police,2.7478680441872547,-0.2125939722931688,1.8762897689074125,0.018475380571661145,5.053501564916112,-0.16353503516568163,200
